relative_path,size_bytes,is_binary,line_or_chunk_count,status,error
"data\generated_code\run_6165200dfe144a14b747b73ab9e2a190\assets\generated_code_5.png",20633,1,1290,ok,""
"data\generated_code\run_6165200dfe144a14b747b73ab9e2a190\output\quiz.json",8748,0,199,ok,""
"data\generated_code\run_6165200dfe144a14b747b73ab9e2a190\scripts\builder_1768329608.py",5937,0,134,ok,""
"data\generated_code\run_6165200dfe144a14b747b73ab9e2a190\storyboard.json",2841,0,65,ok,""
"data\generated_code\run_6226a581d6d3431daab082631ba6f48c\assets\generated_code_1.png",10354,1,648,ok,""
"data\generated_code\run_6226a581d6d3431daab082631ba6f48c\assets\generated_code_2.png",3779,1,237,ok,""
"data\generated_code\run_6226a581d6d3431daab082631ba6f48c\assets\generated_code_3.png",7664,1,479,ok,""
"data\generated_code\run_6226a581d6d3431daab082631ba6f48c\scripts\builder_1768042492.py",5311,0,124,ok,""
"data\generated_code\run_6226a581d6d3431daab082631ba6f48c\scripts\builder_1768042534.py",5202,0,124,ok,""
"data\generated_code\run_6226a581d6d3431daab082631ba6f48c\scripts\builder_1768042571.py",5018,0,118,ok,""
"data\generated_code\run_6226a581d6d3431daab082631ba6f48c\storyboard.json",2783,0,77,ok,""
"data\generated_code\run_751832ee3a484d4d92328d05cb4c1467\assets\generated_code_2.png",14839,1,928,ok,""
"data\generated_code\run_751832ee3a484d4d92328d05cb4c1467\assets\generated_code_3.png",3457,1,217,ok,""
"data\generated_code\run_751832ee3a484d4d92328d05cb4c1467\assets\generated_code_4.png",4853,1,304,ok,""
"data\generated_code\run_751832ee3a484d4d92328d05cb4c1467\assets\generated_code_6.png",4412,1,276,ok,""
"data\generated_code\run_751832ee3a484d4d92328d05cb4c1467\output\quiz.json",2310,0,58,ok,""
"data\generated_code\run_751832ee3a484d4d92328d05cb4c1467\scripts\builder_1768582330.py",5458,0,128,ok,""
"data\generated_code\run_751832ee3a484d4d92328d05cb4c1467\scripts\builder_1768582356.py",5299,0,133,ok,""
"data\generated_code\run_751832ee3a484d4d92328d05cb4c1467\storyboard.json",3097,0,81,ok,""
"data\generated_code\run_772fb025d4804674b9213cbe274747e5\assets\generated_code_5.png",4646,1,291,ok,""
"data\generated_code\run_772fb025d4804674b9213cbe274747e5\assets\generated_code_7.png",8860,1,554,ok,""
"data\generated_code\run_772fb025d4804674b9213cbe274747e5\output\quiz.json",6232,0,117,ok,""
"data\generated_code\run_772fb025d4804674b9213cbe274747e5\scripts\builder_1768316098.py",5248,0,125,ok,""
"data\generated_code\run_772fb025d4804674b9213cbe274747e5\scripts\builder_1768316148.py",5613,0,135,ok,""
"data\generated_code\run_772fb025d4804674b9213cbe274747e5\storyboard.json",3225,0,66,ok,""
"data\generated_code\run_789711ca70d94b39a1eb95779c4316ac\assets\generated_code_3.png",10239,1,640,ok,""
"data\generated_code\run_789711ca70d94b39a1eb95779c4316ac\lesson_1769020919.pptx",605574,1,37849,ok,""
"data\generated_code\run_789711ca70d94b39a1eb95779c4316ac\output\quiz.json",1879,0,45,ok,""
"data\generated_code\run_789711ca70d94b39a1eb95779c4316ac\scripts\builder_1769020879.py",5186,0,125,ok,""
"data\generated_code\run_789711ca70d94b39a1eb95779c4316ac\scripts\builder_1769020919.py",5836,0,139,ok,""
"data\generated_code\run_789711ca70d94b39a1eb95779c4316ac\storyboard.json",3297,0,79,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\generated_code_3.png",14530,1,909,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\generated_code_6.png",12324,1,771,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\slides_images\lesson_1769088879.pdf",123725,1,7733,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\slides_images\slide_001.png",60820,1,3802,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\slides_images\slide_002.png",74775,1,4674,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\slides_images\slide_003.png",83857,1,5242,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\slides_images\slide_004.png",77782,1,4862,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\slides_images\slide_005.png",62221,1,3889,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\slides_images\slide_006.png",85976,1,5374,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\slides_images\slide_007.png",76540,1,4784,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\assets\slides_images\slide_008.png",86601,1,5413,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\lesson_1769088879.pptx",618292,1,38644,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\lesson_1769088879_lecture.mp4",10507418,1,656714,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\quiz.json",2237,0,58,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\temp_clips\audio_0.mp3",221328,1,13833,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\temp_clips\audio_1.mp3",253152,1,15822,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\temp_clips\audio_2.mp3",417744,1,26109,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\temp_clips\audio_3.mp3",309024,1,19314,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\temp_clips\audio_4.mp3",328608,1,20538,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\temp_clips\audio_5.mp3",276768,1,17298,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\temp_clips\audio_6.mp3",432144,1,27009,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\output\temp_clips\audio_7.mp3",460512,1,28782,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\scripts\builder_1769088879.py",5571,0,131,ok,""
"data\generated_code\run_82e0d4a3990b4419894ac251f01bf602\storyboard.json",3447,0,73,ok,""
"data\generated_code\run_8dd805a9a5034f5f87bd06165aabca61\assets\generated_code_3.png",7431,1,465,ok,""
"data\generated_code\run_8dd805a9a5034f5f87bd06165aabca61\scripts\builder_1768043014.py",5314,0,126,ok,""
"data\generated_code\run_8dd805a9a5034f5f87bd06165aabca61\scripts\builder_1768043050.py",5070,0,129,ok,""
"data\generated_code\run_8dd805a9a5034f5f87bd06165aabca61\scripts\builder_1768043084.py",4822,0,116,ok,""
"data\generated_code\run_8dd805a9a5034f5f87bd06165aabca61\storyboard.json",3454,0,74,ok,""
"data\generated_code\run_90465533644743b3bf40b14a9ec40e97\lesson_1769356732.pptx",606527,1,37908,ok,""
"data\generated_code\run_90465533644743b3bf40b14a9ec40e97\scripts\builder_1769356732.py",7944,0,190,ok,""
"data\generated_code\run_90465533644743b3bf40b14a9ec40e97\storyboard.json",3474,0,103,ok,""
"data\generated_code\run_913b1b2feced4e0ab2cf6db2f6587ead\scripts\builder_1768027553.py",4359,0,101,ok,""
"data\generated_code\run_913b1b2feced4e0ab2cf6db2f6587ead\scripts\builder_1768027587.py",5455,0,112,ok,""
"data\generated_code\run_913b1b2feced4e0ab2cf6db2f6587ead\scripts\builder_1768027624.py",5115,0,115,ok,""
"data\generated_code\run_913b1b2feced4e0ab2cf6db2f6587ead\storyboard.json",3093,0,81,ok,""
"data\generated_code\run_9a5a544f9de54a2883db6871a0ebbccd\storyboard.json",3558,0,67,ok,""
"data\generated_code\run_a52a855cc2b345a3bb794c78ddbb90f0\output\quiz.json",2404,0,58,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\assets\chart_4.png",39219,1,2452,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\assets\code_3.png",24466,1,1530,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\assets\confusion_matrix_svm.png",22385,1,1400,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\assets\decision_boundaries_svm.png",61147,1,3822,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\assets\formula_2.png",7646,1,478,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\assets\svm_model_summary.txt",212,0,10,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\lesson_1772108271.pptx",659727,1,41233,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\output\quiz.json",4213,0,125,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\scripts\step3_coder_20260226_1217_20260226_1217.py",5467,0,151,ok,""
"data\generated_code\run_abb833b81c5148de8176b476c3373f7d\storyboard.json",3143,0,71,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\chart_3.png",29180,1,1824,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\code_5.png",5860,1,367,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\formula_2.png",8994,1,563,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\slides_images\lesson_1769791110.pdf",136194,1,8513,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\slides_images\slide_001.png",64282,1,4018,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\slides_images\slide_002.png",69219,1,4327,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\slides_images\slide_003.png",100794,1,6300,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\slides_images\slide_004.png",114986,1,7187,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\slides_images\slide_005.png",63205,1,3951,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\slides_images\slide_006.png",86409,1,5401,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\assets\slides_images\slide_007.png",56439,1,3528,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\lesson_1769791110.pptx",647124,1,40446,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\output\lesson_1769791110_lecture.mp4",7409821,1,463114,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\output\quiz.json",2106,0,45,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\output\temp_clips\audio_0.mp3",218736,1,13671,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\output\temp_clips\audio_1.mp3",266688,1,16668,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\output\temp_clips\audio_2.mp3",277632,1,17352,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\output\temp_clips\audio_3.mp3",254304,1,15894,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\output\temp_clips\audio_4.mp3",280800,1,17550,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\output\temp_clips\audio_5.mp3",309744,1,19359,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\output\temp_clips\audio_6.mp3",251424,1,15714,ok,""
"data\generated_code\run_b2d374ed39fe44b0b456d37f0ce4e293\storyboard.json",2958,0,71,ok,""
"data\generated_code\run_b3cd94c6a4564a23af97ca20b80d1ab8\assets\chart_3.png",21055,1,1316,ok,""
"data\generated_code\run_b3cd94c6a4564a23af97ca20b80d1ab8\assets\code_5.png",8418,1,527,ok,""
"data\generated_code\run_b3cd94c6a4564a23af97ca20b80d1ab8\assets\formula_2.png",12741,1,797,ok,""
"data\generated_code\run_b3cd94c6a4564a23af97ca20b80d1ab8\assets\rnn_time_series_results.png",142526,1,8908,ok,""
"data\generated_code\run_b3cd94c6a4564a23af97ca20b80d1ab8\lesson_1774276762.pptx",634487,1,39656,ok,""
"data\generated_code\run_b3cd94c6a4564a23af97ca20b80d1ab8\output\quiz.json",4385,0,125,ok,""
"data\generated_code\run_b3cd94c6a4564a23af97ca20b80d1ab8\scripts\step3_coder_20260323_1437_20260323_1437.py",6907,0,206,ok,""
"data\generated_code\run_b3cd94c6a4564a23af97ca20b80d1ab8\storyboard.json",2795,0,71,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\generated_code_3.png",8055,1,504,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\slides_images\lesson_1769022450.pdf",106385,1,6650,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\slides_images\slide_001.png",42963,1,2686,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\slides_images\slide_002.png",60253,1,3766,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\slides_images\slide_003.png",60058,1,3754,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\slides_images\slide_004.png",68339,1,4272,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\slides_images\slide_005.png",48936,1,3059,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\slides_images\slide_006.png",52545,1,3285,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\slides_images\slide_007.png",61831,1,3865,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\assets\slides_images\slide_008.png",65856,1,4116,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\lesson_1769022450.pptx",603456,1,37716,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\lesson_1769022450_lecture.mp4",8215613,1,513476,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\quiz.json",2418,0,58,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\temp_clips\audio_0.mp3",191952,1,11997,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\temp_clips\audio_1.mp3",247536,1,15471,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\temp_clips\audio_2.mp3",370080,1,23130,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\temp_clips\audio_3.mp3",240624,1,15039,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\temp_clips\audio_4.mp3",417168,1,26073,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\temp_clips\audio_5.mp3",307728,1,19233,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\temp_clips\audio_6.mp3",212400,1,13275,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\output\temp_clips\audio_7.mp3",293184,1,18324,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\scripts\builder_1769022450.py",5432,0,124,ok,""
"data\generated_code\run_d515dd22091e4948bfc41a4c4b72b994\storyboard.json",3014,0,82,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\chart_6.png",15256,1,954,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\code_4.png",19962,1,1248,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\formula_2.png",12630,1,790,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\slides_images\lesson_1769362989.pdf",148765,1,9298,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\slides_images\slide_001.png",70993,1,4438,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\slides_images\slide_002.png",72528,1,4533,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\slides_images\slide_003.png",110444,1,6903,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\slides_images\slide_004.png",72830,1,4552,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\slides_images\slide_005.png",110347,1,6897,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\slides_images\slide_006.png",83635,1,5228,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\assets\slides_images\slide_007.png",99717,1,6233,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\lesson_1769362989.pptx",651194,1,40700,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\output\lesson_1769362989_lecture.mp4",9949930,1,621871,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\output\quiz.json",2328,0,58,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\output\temp_clips\audio_0.mp3",223344,1,13959,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\output\temp_clips\audio_1.mp3",309312,1,19332,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\output\temp_clips\audio_2.mp3",458640,1,28665,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\output\temp_clips\audio_3.mp3",271296,1,16956,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\output\temp_clips\audio_4.mp3",314640,1,19665,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\output\temp_clips\audio_5.mp3",287568,1,17973,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\output\temp_clips\audio_6.mp3",596304,1,37269,ok,""
"data\generated_code\run_dafd0b8858d74e40b06531a8b57cc0fd\storyboard.json",3324,0,71,ok,""
"data\generated_code\run_db7a465463aa4892b2e53518159d8f30\assets\chart_2.png",19305,1,1207,ok,""
"data\generated_code\run_db7a465463aa4892b2e53518159d8f30\assets\formula_4.png",9711,1,607,ok,""
"data\generated_code\run_db7a465463aa4892b2e53518159d8f30\lesson_1770905497.pptx",621764,1,38861,ok,""
"data\generated_code\run_db7a465463aa4892b2e53518159d8f30\output\quiz.json",1829,0,45,ok,""
"data\generated_code\run_db7a465463aa4892b2e53518159d8f30\storyboard.json",2520,0,64,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\generated_code_2.png",9732,1,609,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\slides_images\lesson_1769083810.pdf",108953,1,6810,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\slides_images\slide_001.png",44450,1,2779,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\slides_images\slide_002.png",75660,1,4729,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\slides_images\slide_003.png",54633,1,3415,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\slides_images\slide_004.png",39324,1,2458,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\slides_images\slide_005.png",52027,1,3252,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\slides_images\slide_006.png",65069,1,4067,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\slides_images\slide_007.png",57800,1,3613,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\assets\slides_images\slide_008.png",71410,1,4464,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\lesson_1769083810.pptx",604935,1,37809,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\lesson_1769083810_lecture.mp4",10241692,1,640106,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\quiz.json",1849,0,58,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\temp_clips\audio_0.mp3",223488,1,13968,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\temp_clips\audio_1.mp3",249696,1,15606,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\temp_clips\audio_2.mp3",528336,1,33021,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\temp_clips\audio_3.mp3",368784,1,23049,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\temp_clips\audio_4.mp3",497232,1,31077,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\temp_clips\audio_5.mp3",338832,1,21177,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\temp_clips\audio_6.mp3",379584,1,23724,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\output\temp_clips\audio_7.mp3",281232,1,17577,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\scripts\builder_1769083810.py",5746,0,136,ok,""
"data\generated_code\run_dc75386d63fc4d78b72e4c54352049ce\storyboard.json",2659,0,72,ok,""
"data\generated_code\run_e5a68bf1df71425a8e8a2b87d4b3a386\assets\generated_code_3.png",7021,1,439,ok,""
"data\generated_code\run_e5a68bf1df71425a8e8a2b87d4b3a386\assets\generated_code_5.png",7358,1,460,ok,""
"data\generated_code\run_e5a68bf1df71425a8e8a2b87d4b3a386\output\quiz.json",1831,0,45,ok,""
"data\generated_code\run_e5a68bf1df71425a8e8a2b87d4b3a386\scripts\builder_1768583110.py",4895,0,114,ok,""
"data\generated_code\run_e5a68bf1df71425a8e8a2b87d4b3a386\storyboard.json",3045,0,61,ok,""
"data\generated_code\run_e693d537aeb345cf9e584f5876a4fd1a\assets\generated_code_5.png",8163,1,511,ok,""
"data\generated_code\run_e693d537aeb345cf9e584f5876a4fd1a\assets\generated_code_7.png",8102,1,507,ok,""
"data\generated_code\run_e693d537aeb345cf9e584f5876a4fd1a\scripts\builder_1768044762.py",5634,0,135,ok,""
"data\generated_code\run_e693d537aeb345cf9e584f5876a4fd1a\storyboard.json",3948,0,82,ok,""
"data\generated_code\run_e7f809ed526e4623a08bf2335efa42eb\assets\chart_4.png",31227,1,1952,ok,""
"data\generated_code\run_e7f809ed526e4623a08bf2335efa42eb\assets\code_6.png",6919,1,433,ok,""
"data\generated_code\run_e7f809ed526e4623a08bf2335efa42eb\assets\formula_2.png",7147,1,447,ok,""
"data\generated_code\run_e7f809ed526e4623a08bf2335efa42eb\lesson_1770900183.pptx",638762,1,39923,ok,""
"data\generated_code\run_e7f809ed526e4623a08bf2335efa42eb\output\quiz.json",2428,0,58,ok,""
"data\generated_code\run_e7f809ed526e4623a08bf2335efa42eb\storyboard.json",2891,0,80,ok,""
"data\generated_code\run_ea11a8edb41d412a95f5fb3ec3c8e1bd\assets\accuracy_vs_trees.png",18762,1,1173,ok,""
"data\generated_code\run_ea11a8edb41d412a95f5fb3ec3c8e1bd\assets\chart_4.png",32786,1,2050,ok,""
"data\generated_code\run_ea11a8edb41d412a95f5fb3ec3c8e1bd\assets\code_2.png",5877,1,368,ok,""
"data\generated_code\run_ea11a8edb41d412a95f5fb3ec3c8e1bd\assets\confusion_matrix_rf.png",23008,1,1438,ok,""
"data\generated_code\run_ea11a8edb41d412a95f5fb3ec3c8e1bd\assets\feature_importance_rf.png",26784,1,1674,ok,""
"data\generated_code\run_ea11a8edb41d412a95f5fb3ec3c8e1bd\lesson_1774278622.pptx",633008,1,39563,ok,""
"data\generated_code\run_ea11a8edb41d412a95f5fb3ec3c8e1bd\output\quiz.json",4559,0,125,ok,""
"data\generated_code\run_ea11a8edb41d412a95f5fb3ec3c8e1bd\scripts\step3_coder_20260323_1509_20260323_1509.py",5275,0,149,ok,""
"data\generated_code\run_ea11a8edb41d412a95f5fb3ec3c8e1bd\storyboard.json",2674,0,67,ok,""
"data\generated_code\run_eda9984566a24d93b8257760957fd9e9\assets\chart_3.png",19248,1,1203,ok,""
"data\generated_code\run_eda9984566a24d93b8257760957fd9e9\assets\code_4.png",4177,1,262,ok,""
"data\generated_code\run_eda9984566a24d93b8257760957fd9e9\assets\formula_1.png",14409,1,901,ok,""
"data\generated_code\run_eda9984566a24d93b8257760957fd9e9\lesson_1774277744.pptx",630097,1,39382,ok,""
"data\generated_code\run_eda9984566a24d93b8257760957fd9e9\output\quiz.json",4189,0,125,ok,""
"data\generated_code\run_eda9984566a24d93b8257760957fd9e9\scripts\step3_coder_20260323_1455_20260323_1455.py",4981,0,163,ok,""
"data\generated_code\run_eda9984566a24d93b8257760957fd9e9\storyboard.json",2682,0,71,ok,""
"data\generated_code\run_eedd396e1ddd4b1bb72920e4dec8dce2\assets\accuracy_vs_trees.png",20143,1,1259,ok,""
"data\generated_code\run_eedd396e1ddd4b1bb72920e4dec8dce2\assets\chart_2.png",26631,1,1665,ok,""
"data\generated_code\run_eedd396e1ddd4b1bb72920e4dec8dce2\assets\confusion_matrix_rf.png",23008,1,1438,ok,""
"data\generated_code\run_eedd396e1ddd4b1bb72920e4dec8dce2\assets\feature_importance_rf.png",26784,1,1674,ok,""
"data\generated_code\run_eedd396e1ddd4b1bb72920e4dec8dce2\assets\formula_4.png",19374,1,1211,ok,""
