relative_path,size_bytes,is_binary,line_or_chunk_count,status,error
"data\generated_code\run_eedd396e1ddd4b1bb72920e4dec8dce2\lesson_1772109034.pptx",639220,1,39952,ok,""
"data\generated_code\run_eedd396e1ddd4b1bb72920e4dec8dce2\output\quiz.json",4383,0,125,ok,""
"data\generated_code\run_eedd396e1ddd4b1bb72920e4dec8dce2\scripts\step3_coder_20260226_1227_20260226_1227.py",5098,0,144,ok,""
"data\generated_code\run_eedd396e1ddd4b1bb72920e4dec8dce2\storyboard.json",2284,0,66,ok,""
"data\generated_code\run_eef88f5937cb4aeb9aad7f35c52f1234\assets\confusion_matrix_svm.png",22385,1,1400,ok,""
"data\generated_code\run_eef88f5937cb4aeb9aad7f35c52f1234\assets\iris_petal_features.png",53641,1,3353,ok,""
"data\generated_code\run_eef88f5937cb4aeb9aad7f35c52f1234\assets\svm_decision_boundary.png",61755,1,3860,ok,""
"data\generated_code\run_eef88f5937cb4aeb9aad7f35c52f1234\assets\svm_summary.csv",71,0,3,ok,""
"data\generated_code\run_eef88f5937cb4aeb9aad7f35c52f1234\scripts\step3_coder_20260226_1212_20260226_1212.py",5105,0,143,ok,""
"data\generated_code\run_f0cebda557ed48f1920381fb0e10271f\assets\generated_code_2.png",4588,1,287,ok,""
"data\generated_code\run_f0cebda557ed48f1920381fb0e10271f\assets\generated_code_3.png",4081,1,256,ok,""
"data\generated_code\run_f0cebda557ed48f1920381fb0e10271f\assets\generated_code_6.png",4419,1,277,ok,""
"data\generated_code\run_f0cebda557ed48f1920381fb0e10271f\assets\generated_code_7.png",6737,1,422,ok,""
"data\generated_code\run_f0cebda557ed48f1920381fb0e10271f\output\quiz.json",3441,0,80,ok,""
"data\generated_code\run_f0cebda557ed48f1920381fb0e10271f\scripts\builder_1768104809.py",4853,0,117,ok,""
"data\generated_code\run_f0cebda557ed48f1920381fb0e10271f\scripts\builder_1768105363.py",4914,0,110,ok,""
"data\generated_code\run_f0cebda557ed48f1920381fb0e10271f\storyboard.json",3104,0,74,ok,""
"data\generated_code\run_f1a320205c1e4d1fad33527af0174aa4\assets\generated_code_2.png",8669,1,542,ok,""
"data\generated_code\run_f1a320205c1e4d1fad33527af0174aa4\assets\generated_code_3.png",12513,1,783,ok,""
"data\generated_code\run_f1a320205c1e4d1fad33527af0174aa4\lesson_1769021566.pptx",613663,1,38354,ok,""
"data\generated_code\run_f1a320205c1e4d1fad33527af0174aa4\scripts\builder_1769021566.py",5557,0,130,ok,""
"data\generated_code\run_f1a320205c1e4d1fad33527af0174aa4\storyboard.json",3697,0,72,ok,""
"data\generated_code\run_f37b8c54ff6741f0a7c4afc0b675c47f\assets\generated_code_5.png",5554,1,348,ok,""
"data\generated_code\run_f37b8c54ff6741f0a7c4afc0b675c47f\scripts\builder_1768580726.py",4657,0,113,ok,""
"data\generated_code\run_f37b8c54ff6741f0a7c4afc0b675c47f\storyboard.json",3280,0,67,ok,""
"data\generated_code\run_f5b7e70c04394082bddb92cc34637974\assets\chart_4.png",21116,1,1320,ok,""
"data\generated_code\run_f5b7e70c04394082bddb92cc34637974\assets\code_6.png",20169,1,1261,ok,""
"data\generated_code\run_f5b7e70c04394082bddb92cc34637974\assets\formula_2.png",12689,1,794,ok,""
"data\generated_code\run_f5b7e70c04394082bddb92cc34637974\lesson_1770901421.pptx",643469,1,40217,ok,""
"data\generated_code\run_f5b7e70c04394082bddb92cc34637974\output\quiz.json",2274,0,58,ok,""
"data\generated_code\run_f5b7e70c04394082bddb92cc34637974\storyboard.json",2887,0,71,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\assets\slides_images\lesson_1769357794.pdf",102694,1,6419,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\assets\slides_images\slide_001.png",29422,1,1839,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\assets\slides_images\slide_002.png",66837,1,4178,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\assets\slides_images\slide_003.png",52530,1,3284,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\assets\slides_images\slide_004.png",47949,1,2997,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\assets\slides_images\slide_005.png",45085,1,2818,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\assets\slides_images\slide_006.png",48614,1,3039,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\assets\slides_images\slide_007.png",59391,1,3712,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\assets\slides_images\slide_008.png",59221,1,3702,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\lesson_1769357794.pptx",598015,1,37376,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\lesson_1769357794_lecture.mp4",8842230,1,552640,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\quiz.json",2304,0,58,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\temp_clips\audio_0.mp3",290448,1,18153,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\temp_clips\audio_1.mp3",308160,1,19260,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\temp_clips\audio_2.mp3",237024,1,14814,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\temp_clips\audio_3.mp3",396288,1,24768,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\temp_clips\audio_4.mp3",316944,1,19809,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\temp_clips\audio_5.mp3",278784,1,17424,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\temp_clips\audio_6.mp3",367056,1,22941,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\output\temp_clips\audio_7.mp3",284400,1,17775,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\scripts\builder_1769357794.py",8871,0,248,ok,""
"data\generated_code\run_f6bd83d55b2845d0b6830b55d839fa57\storyboard.json",3213,0,96,ok,""
"data\generated_code\run_fc5e7d7eb9b6410c8e9694243458e9f6\assets\generated_code_3.png",3528,1,221,ok,""
"data\generated_code\run_fc5e7d7eb9b6410c8e9694243458e9f6\assets\generated_code_4.png",9128,1,571,ok,""
"data\generated_code\run_fc5e7d7eb9b6410c8e9694243458e9f6\assets\generated_code_5.png",4809,1,301,ok,""
"data\generated_code\run_fc5e7d7eb9b6410c8e9694243458e9f6\assets\generated_code_7.png",4419,1,277,ok,""
"data\generated_code\run_fc5e7d7eb9b6410c8e9694243458e9f6\output\quiz.json",3450,0,59,ok,""
"data\generated_code\run_fc5e7d7eb9b6410c8e9694243458e9f6\scripts\builder_1768105692.py",4601,0,112,ok,""
"data\generated_code\run_fc5e7d7eb9b6410c8e9694243458e9f6\scripts\builder_1768106139.py",5122,0,121,ok,""
"data\generated_code\run_fc5e7d7eb9b6410c8e9694243458e9f6\scripts\builder_1768106673.py",4999,0,117,ok,""
"data\generated_code\run_fc5e7d7eb9b6410c8e9694243458e9f6\storyboard.json",3065,0,77,ok,""
"data\generated_code\run_fe4cc96e8e71405582195f61f72e622c\assets\generated_code_9.png",25435,1,1590,ok,""
"data\generated_code\run_fe4cc96e8e71405582195f61f72e622c\scripts\builder_1768043563.py",5260,0,124,ok,""
"data\generated_code\run_fe4cc96e8e71405582195f61f72e622c\storyboard.json",4212,0,103,ok,""
"data\generated_code\scripts\ml_code_demo_20260116_1635.py",2729,0,73,ok,""
"data\generated_code\scripts\step1_code_20260113_1435.py",2724,0,85,ok,""
"data\generated_code\scripts\step1_code_examples_20260111_0411.py",5052,0,162,ok,""
"data\generated_code\scripts\step1_code_examples_20260111_0427.py",5532,0,150,ok,""
"data\generated_code\scripts\step1_code_linear_regression_20260110_0645.py",3590,0,100,ok,""
"data\generated_code\scripts\step1_code_linear_regression_20260110_1054.py",1972,0,65,ok,""
"data\generated_code\scripts\step1_code_linear_regression_20260113_1454.py",3847,0,112,ok,""
"data\generated_code\scripts\step1_extract_ch2_20260110_0638.py",1400,0,44,ok,""
"data\generated_code\scripts\step1_extract_topic2_20260113_1830.py",2882,0,75,ok,""
"data\generated_code\scripts\step1_extract_topic2_outline_20260113_1837.py",7278,0,224,ok,""
"data\generated_code\scripts\step2_code_20260110_1103.py",2671,0,78,ok,""
"data\generated_code\scripts\step2_code_20260110_1111.py",2035,0,66,ok,""
"data\generated_code\scripts\step2_code_20260110_1132.py",2736,0,86,ok,""
"data\generated_code\scripts\step3_code_demo_20260116_1606.py",1819,0,59,ok,""
"data\generated_code\scripts\step3_coder_20260116_1651_20260116_1651.py",3011,0,91,ok,""
"data\generated_code\scripts\step3_coder_20260116_1704_20260116_1704.py",7299,0,210,ok,""
"data\generated_code\scripts\step3_coder_20260121_1838_20260121_1838.py",4365,0,144,ok,""
"data\generated_code\scripts\step3_coder_20260121_1847_20260121_1847.py",10955,0,326,ok,""
"data\generated_code\scripts\step3_coder_20260121_1852_20260121_1852.py",10190,0,285,ok,""
"data\generated_code\scripts\step3_coder_20260121_1855_20260121_1855.py",8884,0,254,ok,""
"data\generated_code\scripts\step3_coder_20260121_1907_20260121_1907.py",7306,0,185,ok,""
"data\generated_code\scripts\step3_coder_20260122_1208_20260122_1208.py",7529,0,202,ok,""
"data\generated_code\scripts\step3_coder_20260122_1333_20260122_1333.py",7141,0,213,ok,""
"data\generated_code\scripts\step3_coder_20260124_1918_20260124_1918.py",4227,0,137,ok,""
"data\generated_code\scripts\step3_coder_20260124_2019_20260124_2019.py",6734,0,207,ok,""
"data\generated_code\scripts\step3_coder_20260124_2026_20260124_2026.py",4687,0,165,ok,""
"data\generated_code\scripts\step3_coder_20260125_1557_20260125_1557.py",3747,0,103,ok,""
"data\generated_code\scripts\step3_coder_20260125_1616_20260125_1616.py",4768,0,158,ok,""
"data\generated_code\scripts\step3_coder_20260125_1651_20260125_1651.py",6648,0,201,ok,""
"data\generated_code\scripts\step3_coder_20260125_1742_20260125_1742.py",5355,0,173,ok,""
"data\generated_code\scripts\step3_coder_20260130_1637_20260130_1637.py",10138,0,298,ok,""
"data\generated_code\scripts\step3_coder_20260212_1240_20260212_1240.py",4110,0,125,ok,""
"data\generated_code\scripts\step3_coder_20260212_1243_20260212_1243.py",5454,0,153,ok,""
"data\generated_code\scripts\step3_coder_20260212_1303_20260212_1303.py",8122,0,220,ok,""
"data\generated_code\scripts\step3_coder_20260212_1411_20260212_1411.py",7113,0,206,ok,""
"data\generated_code\scripts\step4_code_examples_20260110_0635.py",4018,0,124,ok,""
"data\generated_code\scripts\step4_lesson_text_handout_20260113_1837.py",2089,0,73,ok,""
"data\generated_code\scripts\step5_package_code_20260110_0638.py",6555,0,195,ok,""
"data\generated_code\slides_images\lesson_1767925491.pdf",177693,1,11106,ok,""
"data\generated_code\slides_images\slide_001.png",47321,1,2958,ok,""
"data\generated_code\slides_images\slide_002.png",29355,1,1835,ok,""
"data\generated_code\slides_images\slide_003.png",70965,1,4436,ok,""
"data\generated_code\slides_images\slide_004.png",70971,1,4436,ok,""
"data\generated_code\slides_images\slide_005.png",71114,1,4445,ok,""
"data\generated_code\slides_images\slide_006.png",41242,1,2578,ok,""
"data\generated_code\slides_images\slide_007.png",33598,1,2100,ok,""
"data\generated_code\slides_images\slide_008.png",14791,1,925,ok,""
"data\generated_code\slides_images\slide_009.png",14791,1,925,ok,""
"data\generated_code\slides_images\slide_010.png",14791,1,925,ok,""
"data\generated_code\slides_images\slide_011.png",14791,1,925,ok,""
"data\generated_code\slides_images\slide_012.png",14791,1,925,ok,""
"data\generated_code\slides_images\slide_013.png",14791,1,925,ok,""
"data\generated_code\slides_images\slide_014.png",14791,1,925,ok,""
"data\generated_code\storyboard.json",4766,0,75,ok,""
"data\generated_code\temp_clips\audio_0.mp3",166896,1,10431,ok,""
"data\generated_code\temp_clips\audio_1.mp3",203904,1,12744,ok,""
"data\generated_code\temp_clips\audio_10.mp3",357840,1,22365,ok,""
"data\generated_code\temp_clips\audio_11.mp3",478224,1,29889,ok,""
"data\generated_code\temp_clips\audio_12.mp3",293472,1,18342,ok,""
"data\generated_code\temp_clips\audio_13.mp3",291744,1,18234,ok,""
"data\generated_code\temp_clips\audio_2.mp3",375408,1,23463,ok,""
"data\generated_code\temp_clips\audio_3.mp3",204048,1,12753,ok,""
"data\generated_code\temp_clips\audio_4.mp3",325728,1,20358,ok,""
"data\generated_code\temp_clips\audio_5.mp3",224640,1,14040,ok,""
"data\generated_code\temp_clips\audio_6.mp3",228096,1,14256,ok,""
"data\generated_code\temp_clips\audio_7.mp3",61632,1,3852,ok,""
"data\generated_code\temp_clips\audio_8.mp3",360720,1,22545,ok,""
"data\generated_code\temp_clips\audio_9.mp3",184320,1,11520,ok,""
"data\slides\lesson_1768043563.pptx",620350,1,38772,ok,""
"data\slides\lesson_1768044762.pptx",610521,1,38158,ok,""
"data\slides\lesson_1768104809.pptx",600560,1,37535,ok,""
"data\slides\lesson_1768105363.pptx",606926,1,37933,ok,""
"data\slides\lesson_1768105692.pptx",605078,1,37818,ok,""
"data\slides\lesson_1768106139.pptx",602384,1,37649,ok,""
"data\slides\lesson_1768106673.pptx",601532,1,37596,ok,""
"data\slides\lesson_1768315085.pptx",603472,1,37717,ok,""
"data\slides\lesson_1768316148.pptx",606685,1,37918,ok,""
"data\slides\lesson_1768329608.pptx",614316,1,38395,ok,""
"data\slides\lesson_1768579876.pptx",608010,1,38001,ok,""
"data\slides\lesson_1768580726.pptx",600762,1,37548,ok,""
"data\slides\lesson_1768582356.pptx",603926,1,37746,ok,""
"data\slides\lesson_1768583110.pptx",617490,1,38594,ok,""
"data\uploads\1768022663_Mastering_Machine_Learning_with_Scikit-Learn_-_Sec....pdf",11931062,0,136020,ok,""
"data\uploads\Mastering_Machine_Learning_with_Scikit-Learn_-_Sec....pdf",11931062,0,136020,ok,""
"data\uploads\ML_exaple.pdf",9883536,1,617721,ok,""
"data\vector_store\159f4d82-728b-4207-9045-ad476aa4d0a7\data_level0.bin",1769856,1,110616,ok,""
"data\vector_store\159f4d82-728b-4207-9045-ad476aa4d0a7\header.bin",100,1,7,ok,""
"data\vector_store\159f4d82-728b-4207-9045-ad476aa4d0a7\index_metadata.pickle",97284,1,6081,ok,""
"data\vector_store\159f4d82-728b-4207-9045-ad476aa4d0a7\length.bin",4224,1,264,ok,""
"data\vector_store\159f4d82-728b-4207-9045-ad476aa4d0a7\link_lists.bin",9120,1,570,ok,""
"data\vector_store\chroma.sqlite3",19443712,1,1215232,ok,""
"demo_front_end.py",2662,0,84,ok,""
"docker-compose.yml",282,0,13,ok,""
"Dockerfile",712,0,23,ok,""
"evaluation rules.md",10560,0,361,ok,""
"inspect_template.py",1737,0,30,ok,""
"judger_agent\__init__.py",118,0,5,ok,""
"judger_agent\judger_pipeline.py",15520,0,438,ok,""
"LICENSE",11525,0,201,ok,""
"logs\judger\034a2b6ce8404d299eb3abcf3f33fcbd.json",251981,0,4387,ok,""
"logs\judger\037fe87c458e49759761d801eb411e61.json",111426,0,2100,ok,""
"logs\judger\047354394f8a4d37aff1ba7b898b9a0d.json",145476,0,2406,ok,""
"logs\judger\07b57b219f084985be8b43bf40954c26.json",192349,0,2907,ok,""
"logs\judger\0c608054c5d346a691b12d4772d69270.json",59007,0,909,ok,""
"logs\judger\0f5e4249e9724e68ae2506c28dd7f5a8.json",192127,0,2965,ok,""
"logs\judger\12e25e5763d340618826aeae06357b80.json",169298,0,3525,ok,""
"logs\judger\1b91ddf32ead430584007525954af370.json",166283,0,2817,ok,""
"logs\judger\2d45b1b895d147b0822e01800df792a4.json",135003,0,2535,ok,""
"logs\judger\2d8071d26a8c44a986331cfa092b5ebf.json",184426,0,2973,ok,""
"logs\judger\36c0f71ecbe64952a2f49769002c5247.json",248748,0,3325,ok,""
"logs\judger\3b336845fe4847ebafe0d55b3b98403a.json",243433,0,3276,ok,""
"logs\judger\3c7a74cd190341b7ae0873be29ce6b0b.json",232322,0,2798,ok,""
"logs\judger\3fa685ef92c845868fd887f1a0c6573a.json",170021,0,2880,ok,""
"logs\judger\471066c494b843e9bb4995b19f7895b2.json",206166,0,3095,ok,""
"logs\judger\492f40d469644adfa2caf0472a0f9cd3.json",82377,0,1545,ok,""
"logs\judger\4a3b8e9bad9b4b99858a8bc31d4e4937.json",158809,0,2540,ok,""
"logs\judger\4dc910aab7e248db8a4a1b5c4e9e11c5.json",99951,0,1953,ok,""
"logs\judger\4e0de4b045b8464080e18579a218a398.json",125534,0,2359,ok,""
"logs\judger\55ee5a67d8e74ece8ab2d09c72c7e5cb.json",122,0,5,ok,""
"logs\judger\563fc84b9fcc49099e9588612623f191.json",195546,0,3201,ok,""
"logs\judger\6226a581d6d3431daab082631ba6f48c.json",162658,0,3033,ok,""
"logs\judger\682af69e04494380aa424e45b0f4e86c.json",222495,0,3066,ok,""
"logs\judger\6ac87d4488c0409c9b3ecf90b205ec51.json",173639,0,2877,ok,""
"logs\judger\7751f1da65044e1a82c37775fe653bea.json",169230,0,2235,ok,""
"logs\judger\7c008a3b4dba465db5435fe285c82798.json",168100,0,2350,ok,""
"logs\judger\8dd805a9a5034f5f87bd06165aabca61.json",158238,0,2823,ok,""
"logs\judger\91220afaf4594b028e4fddeb15c94ee5.json",155516,0,2667,ok,""
"logs\judger\913b1b2feced4e0ab2cf6db2f6587ead.json",191958,0,3280,ok,""
"logs\judger\92ea76a2500c42f0a3ba17b01f91679f.json",268627,0,3357,ok,""
"logs\judger\97fccf8547884e11975aa389c7219b5f.json",135881,0,2358,ok,""
"logs\judger\9aac72c5e2274e9f892e5502b4b547ed.json",135200,0,2677,ok,""
"logs\judger\a62153ebbd35423c9b9f6a1ed98fb39b.json",112956,0,2205,ok,""
"logs\judger\ae3955c06d0846c6b35740e053006caf.json",145988,0,2498,ok,""
"logs\judger\afe1d63eae734b5ca9b3f2d8d1d57893.json",282525,0,4442,ok,""
"logs\judger\c9f1f894abbb428ebbf593ec46928309.json",161578,0,2874,ok,""
"logs\judger\d2ca9752ff664e8d9943221ad15bcd61.json",214678,0,3015,ok,""
"logs\judger\d98ce5945d6f4faf8a5f7b653646df4a.json",184616,0,3060,ok,""
"logs\judger\e7fb125425de44a7b417a1b9257d6419.json",193947,0,3162,ok,""
"logs\judger\f6c049de86b44a83902159366e84c197.json",126655,0,2178,ok,""
"logs\judger\f79a2dfe710f4c07b1a2a187ea8aa685.json",192025,0,3034,ok,""
"logs\judger\fc5e7d7eb9b6410c8e9694243458e9f6.json",280522,0,4474,ok,""
"logs\judger\fe4cc96e8e71405582195f61f72e622c.json",188338,0,3094,ok,""
"logs\task_manager\034a2b6ce8404d299eb3abcf3f33fcbd.json",55538,0,920,ok,""
"logs\task_manager\037fe87c458e49759761d801eb411e61.json",29774,0,519,ok,""
"logs\task_manager\047354394f8a4d37aff1ba7b898b9a0d.json",49148,0,802,ok,""
"logs\task_manager\07b57b219f084985be8b43bf40954c26.json",44257,0,671,ok,""
"logs\task_manager\0c608054c5d346a691b12d4772d69270.json",43304,0,646,ok,""
"logs\task_manager\0f5e4249e9724e68ae2506c28dd7f5a8.json",46927,0,675,ok,""
"logs\task_manager\12e25e5763d340618826aeae06357b80.json",39732,0,785,ok,""
"logs\task_manager\1b91ddf32ead430584007525954af370.json",41155,0,643,ok,""
"logs\task_manager\2d45b1b895d147b0822e01800df792a4.json",35106,0,613,ok,""
"logs\task_manager\2d8071d26a8c44a986331cfa092b5ebf.json",44992,0,674,ok,""
"logs\task_manager\36c0f71ecbe64952a2f49769002c5247.json",61604,0,768,ok,""
"logs\task_manager\3b336845fe4847ebafe0d55b3b98403a.json",60869,0,774,ok,""
"logs\task_manager\3c7a74cd190341b7ae0873be29ce6b0b.json",56887,0,668,ok,""
"logs\task_manager\3fa685ef92c845868fd887f1a0c6573a.json",41672,0,660,ok,""
"logs\task_manager\471066c494b843e9bb4995b19f7895b2.json",50976,0,696,ok,""
"logs\task_manager\492f40d469644adfa2caf0472a0f9cd3.json",26249,0,463,ok,""
"logs\task_manager\4a3b8e9bad9b4b99858a8bc31d4e4937.json",40195,0,631,ok,""
"logs\task_manager\4dc910aab7e248db8a4a1b5c4e9e11c5.json",26612,0,520,ok,""
"logs\task_manager\4e0de4b045b8464080e18579a218a398.json",29702,0,562,ok,""
"logs\task_manager\55ee5a67d8e74ece8ab2d09c72c7e5cb.json",976,0,24,ok,""
"logs\task_manager\563fc84b9fcc49099e9588612623f191.json",39940,0,705,ok,""
"logs\task_manager\6226a581d6d3431daab082631ba6f48c.json",39777,0,691,ok,""
"logs\task_manager\682af69e04494380aa424e45b0f4e86c.json",53044,0,707,ok,""
"logs\task_manager\6ac87d4488c0409c9b3ecf90b205ec51.json",42455,0,656,ok,""
"logs\task_manager\7751f1da65044e1a82c37775fe653bea.json",38286,0,549,ok,""
"logs\task_manager\7c008a3b4dba465db5435fe285c82798.json",40395,0,571,ok,""
"logs\task_manager\8dd805a9a5034f5f87bd06165aabca61.json",38673,0,649,ok,""
"logs\task_manager\91220afaf4594b028e4fddeb15c94ee5.json",37043,0,646,ok,""
"logs\task_manager\913b1b2feced4e0ab2cf6db2f6587ead.json",46528,0,765,ok,""
"logs\task_manager\92ea76a2500c42f0a3ba17b01f91679f.json",63156,0,748,ok,""
"logs\task_manager\97fccf8547884e11975aa389c7219b5f.json",34165,0,609,ok,""
"logs\task_manager\9aac72c5e2274e9f892e5502b4b547ed.json",34793,0,633,ok,""
"logs\task_manager\a62153ebbd35423c9b9f6a1ed98fb39b.json",29144,0,560,ok,""
"logs\task_manager\ae3955c06d0846c6b35740e053006caf.json",34863,0,613,ok,""
"logs\task_manager\afe1d63eae734b5ca9b3f2d8d1d57893.json",61464,0,965,ok,""
"logs\task_manager\c9f1f894abbb428ebbf593ec46928309.json",39463,0,660,ok,""
"logs\task_manager\d2ca9752ff664e8d9943221ad15bcd61.json",52618,0,709,ok,""
"logs\task_manager\d98ce5945d6f4faf8a5f7b653646df4a.json",45299,0,692,ok,""
"logs\task_manager\e7fb125425de44a7b417a1b9257d6419.json",47519,0,716,ok,""
"logs\task_manager\f6c049de86b44a83902159366e84c197.json",31295,0,559,ok,""
"logs\task_manager\f79a2dfe710f4c07b1a2a187ea8aa685.json",43527,0,690,ok,""
"logs\task_manager\fc5e7d7eb9b6410c8e9694243458e9f6.json",52942,0,849,ok,""
"logs\task_manager\fe4cc96e8e71405582195f61f72e622c.json",42743,0,714,ok,""
"manager_agent\task_manager_agent.py",60269,0,1460,ok,""
"moe_layer\coder_agent\__init__.py",60,0,2,ok,""
"moe_layer\coder_agent\coder.py",8524,0,249,ok,""
"moe_layer\coder_agent\coder_pipeline.py",3794,0,104,ok,""
"moe_layer\coder_agent\storage\__init__.py",40,0,2,ok,""
"moe_layer\coder_agent\storage\local.py",3835,0,115,ok,""
"moe_layer\coder_agent\utils\__init__.py",41,0,2,ok,""
"moe_layer\coder_agent\utils\file_processors.py",3170,0,96,ok,""
"moe_layer\orchestrator\agent_registry.py",2894,0,88,ok,""
"moe_layer\presentation_agent\ppt_builder.py",12332,0,362,ok,""
"moe_layer\presentation_agent\presentation_pipeline.py",8198,0,259,ok,""
"moe_layer\quizzer_agent\quiz_pipeline.py",8793,0,241,ok,""
"moe_layer\text_generator_agent\text_pipeline.py",1277,0,49,ok,""
"moe_layer\video_agent\ppt_converter.py",5260,0,151,ok,""
"moe_layer\video_agent\script_writer.py",5295,0,134,ok,""
"moe_layer\video_agent\video_composer.py",9925,0,272,ok,""
"moe_layer\video_agent\video_pipeline.py",9149,0,274,ok,""
"README.md",11148,0,441,ok,""
"requirements.txt",60,0,2,ok,""
"requirements-code-runtime.txt",77,0,4,ok,""
"requirements-core.txt",254,0,13,ok,""
"requirements-rag.txt",47,0,2,ok,""
"results\aggregate_summary.json",1255,0,71,ok,""
"results\run_level_results.csv",1461,0,8,ok,""
"results\t1_python_lists\run_1\assets\generated_code_4.png",11765,1,736,ok,""
"results\t1_python_lists\run_1\lesson_1769021272.pptx",607084,1,37943,ok,""
"results\t1_python_lists\run_1\output\quiz.json",2304,0,58,ok,""
"results\t1_python_lists\run_1\scripts\builder_1769021272.py",4823,0,117,ok,""
"results\t1_python_lists\run_1\storyboard.json",3677,0,79,ok,""
"results\topic_best_results.csv",1553,0,8,ok,""
"static\css\style.css",15488,0,767,ok,""
"SYSTEM_FULL_DOCUMENTATION.txt",24364,0,875,ok,""
"templates\index.html",59769,0,1390,ok,""
"tests\debug_json_path.py",1436,0,44,ok,""
"tests\evaluation_runner.py",21474,0,519,ok,""
"tests\learning_eval_run\summary.json",400,0,17,ok,""
"tests\learning_eval_run\trace.jsonl",3676,0,10,ok,""
"tests\learning_gain_evaluator.py",16986,0,418,ok,""
"tests\observability_module.py",13875,0,387,ok,""
"tests\repro_pydantic_issue.py",1398,0,35,ok,""
"tests\test_artifact_refs.py",813,0,23,ok,""
"tests\test_judger_logic_fix.py",2030,0,65,ok,""
"tests\test_judger_semantic_criteria.py",3437,0,94,ok,""
"tests\test_path_handoff.py",2525,0,72,ok,""
"tests\test_presentation_integration.py",2111,0,65,ok,""
"tests\test_run_20260211_221753\summary.json",1141,0,50,ok,""
"tests\test_run_20260211_221753\trace.jsonl",1415,0,4,ok,""
"tests\test_workflow_dependency_blocking.py",3236,0,77,ok,""
